surveyID,samplingPerformedByID,verbatimSiteNames,verbatimSiteDescription,reportedWeather,isSamplingEffortReported,hasMaterialSamples,eventID,verbatimTargetScope,protocolNames,protocolDescriptions,protocolReferences,isAbundanceReported,materialSampleTypes
P157.2B,P157,DOFAtlasIIIQuadrantID: 2758,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P157.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P163.1A,P163,DOFAtlasIIIQuadrantID: 3660,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P163.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P163.1B,P163,DOFAtlasIIIQuadrantID: 3660,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P163.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P163.2A,P163,DOFAtlasIIIQuadrantID: 3671,land cover: agriculture | subland cover: intensive agriculture,Wind: NA | Temperature: NA,False,False,P163.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P163.2B,P163,DOFAtlasIIIQuadrantID: 3671,land cover: agriculture | subland cover: intensive agriculture,Wind: NA | Temperature: NA,False,False,P163.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P165.1A,P165,DOFAtlasIIIQuadrantID: 6638,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P165.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P165.1B,P165,DOFAtlasIIIQuadrantID: 6638,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P165.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P165.2A,P165,DOFAtlasIIIQuadrantID: 6616,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P165.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P165.2B,P165,DOFAtlasIIIQuadrantID: 6616,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P165.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P167.1A,P167,DOFAtlasIIIQuadrantID: 2487,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P167.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P167.1B,P167,DOFAtlasIIIQuadrantID: 2487,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P167.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P167.2A,P167,DOFAtlasIIIQuadrantID: 2467,land cover: agriculture | subland cover: intensive agriculture,Wind: NA | Temperature: NA,False,False,P167.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P167.2B,P167,DOFAtlasIIIQuadrantID: 2467,land cover: agriculture | subland cover: intensive agriculture,Wind: NA | Temperature: NA,False,False,P167.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P191.2A,P191,DOFAtlasIIIQuadrantID: NA,land cover: NA | subland cover: NA,Wind: NA | Temperature: NA,True,True,P191.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P191.2B,P191,DOFAtlasIIIQuadrantID: NA,land cover: NA | subland cover: NA,Wind: NA | Temperature: NA,True,True,P191.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P194.2A,P194,DOFAtlasIIIQuadrantID: 3293,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P194.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P194.2B,P194,DOFAtlasIIIQuadrantID: 3293,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P194.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P197.1A,P197,DOFAtlasIIIQuadrantID: 3280,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,True,True,P197.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P197.1B,P197,DOFAtlasIIIQuadrantID: 3280,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,True,True,P197.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P197.2A,P197,DOFAtlasIIIQuadrantID: 3379,land cover: dry | subland cover: moor,Wind: NA | Temperature: NA,True,True,P197.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P197.2B,P197,DOFAtlasIIIQuadrantID: 3379,land cover: dry | subland cover: moor,Wind: NA | Temperature: NA,True,True,P197.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P199.2A,P199,DOFAtlasIIIQuadrantID: 4225,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P199.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P199.2B,P199,DOFAtlasIIIQuadrantID: 4225,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P199.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P202.2A,P202,DOFAtlasIIIQuadrantID: 4303,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P202.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P202.2B,P202,DOFAtlasIIIQuadrantID: 4303,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P202.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P207.1A,P207,DOFAtlasIIIQuadrantID: 4439,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P207.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P207.1B,P207,DOFAtlasIIIQuadrantID: 4439,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P207.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P207.2A,P207,DOFAtlasIIIQuadrantID: 4449,land cover: wet | subland cover: marsh,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P207.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P207.2B,P207,DOFAtlasIIIQuadrantID: 4449,land cover: wet | subland cover: marsh,Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P207.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P208.1A,P208,DOFAtlasIIIQuadrantID: 4439,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P208.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P208.1B,P208,DOFAtlasIIIQuadrantID: 4439,land cover: forest | subland cover: NA,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-24,True,True,P208.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P208.2A,P208,DOFAtlasIIIQuadrantID: 4341,"land cover: wet | subland cover: meadow, marsh, lake",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P208.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P208.2B,P208,DOFAtlasIIIQuadrantID: 4341,"land cover: wet | subland cover: meadow, marsh, lake",Wind: moderate breeze 5.5-7.9 | Temperature: 20-24,True,True,P208.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P211.1A,P211,DOFAtlasIIIQuadrantID: 4408,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P211.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P211.1B,P211,DOFAtlasIIIQuadrantID: 4408,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P211.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P216.1A,P216,DOFAtlasIIIQuadrantID: 5539,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P216.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P216.1B,P216,DOFAtlasIIIQuadrantID: 5539,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P216.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P216.2A,P216,DOFAtlasIIIQuadrantID: 5430,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 25+,True,True,P216.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P216.2B,P216,DOFAtlasIIIQuadrantID: 5430,land cover: dry | subland cover: moor,Wind: NA | Temperature: NA,True,True,P216.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P229.2A,P229,DOFAtlasIIIQuadrantID: 3452,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",Wind: NA | Temperature: NA,False,False,P229.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P229.2B,P229,DOFAtlasIIIQuadrantID: 3452,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",Wind: NA | Temperature: NA,False,False,P229.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P230.1A,P230,DOFAtlasIIIQuadrantID: 3404,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P230.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P230.1B,P230,DOFAtlasIIIQuadrantID: 3404,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P230.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P230.2A,P230,DOFAtlasIIIQuadrantID: 2494,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P230.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P230.2B,P230,DOFAtlasIIIQuadrantID: 2494,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P230.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P231.1A,P231,DOFAtlasIIIQuadrantID: 3408,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P231.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P231.1B,P231,DOFAtlasIIIQuadrantID: 3408,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P231.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P239.1A,P239,DOFAtlasIIIQuadrantID: 2471,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P239.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P239.1B,P239,DOFAtlasIIIQuadrantID: 2471,land cover: urban | subland cover: NA,Wind: NA | Temperature: NA,False,False,P239.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P239.2A,P239,DOFAtlasIIIQuadrantID: 2472,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P239.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P239.2B,P239,DOFAtlasIIIQuadrantID: 2472,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P239.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P241.1A,P241,DOFAtlasIIIQuadrantID: 3591,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",Wind: NA | Temperature: NA,False,False,P241.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P241.1B,P241,DOFAtlasIIIQuadrantID: 3591,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",Wind: NA | Temperature: NA,False,False,P241.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P241.2A,P241,DOFAtlasIIIQuadrantID: 3581,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P241.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P241.2B,P241,DOFAtlasIIIQuadrantID: 3581,land cover: forest | subland cover: NA,Wind: NA | Temperature: NA,False,False,P241.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P245.1A,P245,DOFAtlasIIIQuadrantID: 4609,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P245.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P245.1B,P245,DOFAtlasIIIQuadrantID: 4609,land cover: dry | subland cover: pasture,Wind: NA | Temperature: NA,False,False,P245.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
